Restaurant_name,Location,Average_rating,delivery_vs_dine_in_preference,Popular_cuisines,Open_day,Closed_day,Honest_review,overall_review,Links,operational_hours
"wow da burger","palam, new delhi",3.7,"{'delivery_rating': 4.099999904632568, 'dine_in_rating': 3.3, 'preference': 'Delivery'}","400 for two people (approx.)",Mon,Sun,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 1, 'negative_reviews_count': 0, 'neutral_reviews_count': 0}",Positive,https://www.zomato.com/ncr/wow-da-burger-palam-new-delhi,15
ilios,"rajouri garden, new delhi",4.2,"{'delivery_rating': 4.300000190734863, 'dine_in_rating': 4.1, 'preference': 'Delivery'}","2,000 for two people (approx.) without alcohol",Mon,Sun,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 2, 'negative_reviews_count': 1, 'neutral_reviews_count': 0}",Positive,https://www.zomato.com/ncr/ilios-rajouri-garden-new-delhi,12
"franky chicken roll","jail road, new delhi",3.5,"{'delivery_rating': 3.799999952316284, 'dine_in_rating': 3.2, 'preference': 'Delivery'}","chicken shawarama, paneer roll, chicken malai tikka, rolls",Mon,Sun,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 0, 'negative_reviews_count': 1, 'neutral_reviews_count': 0}",Negative,https://www.zomato.com/ncr/franky-chicken-roll-jail-road-new-delhi,14
sighri,"vardhman janak market, new delhi",3.7,"{'delivery_rating': 3.799999952316284, 'dine_in_rating': 3.7, 'preference': 'Delivery'}","matki chicken, momo platter, tandoori mushrooms, kurkure momo, panneer butter masala, drums of heaven",Mon,Sun,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 0, 'negative_reviews_count': 1, 'neutral_reviews_count': 0}",Negative,https://www.zomato.com/ncr/sighri-janakpuri-new-delhi,13
"miraco - proudly vegetarian","paschim vihar, new delhi",3.9,"{'delivery_rating': 3.799999952316284, 'dine_in_rating': 4.1, 'preference': 'Dine-in'}","elaborate menu, music, ambiance, fresh food, good quality, staff",Mon,Sun,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 2, 'negative_reviews_count': 0, 'neutral_reviews_count': 0}",Positive,https://www.zomato.com/ncr/miraco-proudly-vegetarian-paschim-vihar-new-delhi,11
"oscar luxe club","rajouri garden, new delhi",1.8,"{'delivery_rating': 0.0, 'dine_in_rating': 3.6, 'preference': 'Dine-in'}","1,000 for two people (approx.)",Mon,Sun,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 2, 'negative_reviews_count': 3, 'neutral_reviews_count': 0}",Negative,https://www.zomato.com/ncr/oscar-luxe-club-rajouri-garden-new-delhi,12
"cafe another day","janakpuri, new delhi",4.1,"{'delivery_rating': 3.9000000953674316, 'dine_in_rating': 4.3, 'preference': 'Dine-in'}","cheese fritters, grilled chicken steak, smoothie, peri peri fries, cappuccino, pav bhaji",Mon,Sun,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 0, 'negative_reviews_count': 3, 'neutral_reviews_count': 0}",Negative,https://www.zomato.com/ncr/cafe-another-day-janakpuri-new-delhi,11
"lusty shawarma","raja garden, new delhi",3.8,"{'delivery_rating': 3.9000000953674316, 'dine_in_rating': 3.7, 'preference': 'Delivery'}","200 for two people (approx.)",Mon,Sun,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 4, 'negative_reviews_count': 0, 'neutral_reviews_count': 0}",Positive,https://www.zomato.com/ncr/lusty-shawarma-raja-garden-new-delhi,5
"berco's - if you love chinese","vishal enclave, new delhi",4,"{'delivery_rating': 3.700000047683716, 'dine_in_rating': 4.2, 'preference': 'Dine-in'}","salt pepper chicken, thai crispy, juicy chicken drumsticks, crispy honey chilli potato, chicken momo, sweet corn soup",Mon,Sun,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 1, 'negative_reviews_count': 3, 'neutral_reviews_count': 0}",Negative,https://www.zomato.com/ncr/bercos-if-you-love-chinese-rajouri-garden-new-delhi,11
"red chilli","paschim vihar, new delhi",3.9,"{'delivery_rating': 4.099999904632568, 'dine_in_rating': 3.8, 'preference': 'Delivery'}","boneless chicken, dal makhani, starters, butter chicken",Mon,Sun,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 0, 'negative_reviews_count': 2, 'neutral_reviews_count': 0}",Negative,https://www.zomato.com/ncr/red-chilli-paschim-vihar-new-delhi,13
"the coffee bean & tea leaf","epicuria, rajouri garden, new delhi",4.3,"{'delivery_rating': 4.300000190734863, 'dine_in_rating': 4.3, 'preference': 'Delivery'}","interior, family crowd, good wifi, student crowd, young crowd, customizable food",Mon,Sun,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 3, 'negative_reviews_count': 0, 'neutral_reviews_count': 0}",Positive,https://www.zomato.com/ncr/the-coffee-bean-tea-leaf-1-rajouri-garden-new-delhi,15
chowringhee,"janakpuri, new delhi",3.8,"{'delivery_rating': 3.799999952316284, 'dine_in_rating': 3.9, 'preference': 'Dine-in'}","chicken momo, paneer roll, chaap, biryani",Mon,Sun,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 1, 'negative_reviews_count': 0, 'neutral_reviews_count': 0}",Positive,https://www.zomato.com/ncr/chowringhee-janakpuri-new-delhi,17
"rajouri house cafe","rajouri garden, new delhi",3.7,"{'delivery_rating': 3.4000000953674316, 'dine_in_rating': 4.0, 'preference': 'Dine-in'}","portion size, value for money, food quality, packaging",Mon,Sun,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 1, 'negative_reviews_count': 0, 'neutral_reviews_count': 0}",Positive,https://www.zomato.com/ncr/rajouri-house-cafe-rajouri-garden-new-delhi,11
dasaprakash,"rajouri garden, new delhi",4.3,"{'delivery_rating': 4.099999904632568, 'dine_in_rating': 4.5, 'preference': 'Dine-in'}","excellent service, ambience, portion size, staff, value for money, taste",Mon,Sun,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 0, 'negative_reviews_count': 5, 'neutral_reviews_count': 0}",Negative,https://www.zomato.com/ncr/dasaprakash-rajouri-garden-new-delhi,16
"daryaganj - by the inventors of butter chicken and dal makhani","pacific mall (tagore garden), new delhi",2.2,"{'delivery_rating': 0.0, 'dine_in_rating': 4.4, 'preference': 'Dine-in'}","chicken pakoda, thandai, butter paneer, kulfi, phirni, dahi kebab",Mon,Sun,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 3, 'negative_reviews_count': 2, 'neutral_reviews_count': 0}",Positive,https://www.zomato.com/ncr/daryaganj-by-the-inventors-of-butter-chicken-and-dal-makhani-1-tagore-garden-new-delhi,10
"sky route","sector 4, dwarka, new delhi",3.8,"{'delivery_rating': 3.799999952316284, 'dine_in_rating': 3.9, 'preference': 'Dine-in'}","spicy guava mocktail, chilli chicken sizzler, chicken momo, fish curry, afghani chicken, cocktails",Mon,Sun,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 0, 'negative_reviews_count': 3, 'neutral_reviews_count': 0}",Negative,https://www.zomato.com/skyroute,11
"spezia bistro","pacific mall (tagore garden), new delhi",2.2,"{'delivery_rating': 0.0, 'dine_in_rating': 4.5, 'preference': 'Dine-in'}","1,400 for two people (approx.)",Mon,Sun,"{'overall_sentiment': 'Neutral', 'positive_reviews_count': 2, 'negative_reviews_count': 2, 'neutral_reviews_count': 0}",Neutral,https://www.zomato.com/ncr/spezia-bistro-subhash-nagar-new-delhi,11
zoreko,"rajouri garden, new delhi",1.8,"{'delivery_rating': 0.0, 'dine_in_rating': 3.7, 'preference': 'Dine-in'}","2,000 for two people (approx.)",Mon,Sun,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 0, 'negative_reviews_count': 1, 'neutral_reviews_count': 0}",Negative,https://www.zomato.com/ncr/zoreko-rajouri-garden-new-delhi,12
"mealodrama modern bistro","vishal enclave, new delhi",3.8,"{'delivery_rating': 3.5, 'dine_in_rating': 4.0, 'preference': 'Dine-in'}","crispy water chestnut, corn poppers, chocolate brownie sizzler, tex mex burger, dahi sholey, cheese balls",Mon,Sun,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 0, 'negative_reviews_count': 1, 'neutral_reviews_count': 0}",Negative,https://www.zomato.com/ncr/mealodrama-modern-bistro-rajouri-garden-new-delhi,10
"ikk panjab","rajouri garden, new delhi",4.3,"{'delivery_rating': 4.199999809265137, 'dine_in_rating': 4.4, 'preference': 'Dine-in'}","meat wale chawal, bunta cocktails, jalebi with rabri, burrah kebab, chana kulcha, rose lassi",Mon,Sun,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 1, 'negative_reviews_count': 2, 'neutral_reviews_count': 0}",Negative,https://www.zomato.com/ncr/ikk-panjab-rajouri-garden-new-delhi,12
"chilli pop","rajouri garden, new delhi",2,"{'delivery_rating': 0.0, 'dine_in_rating': 4.1, 'preference': 'Dine-in'}","1,400 for two people (approx.) without alcohol",Mon,Sun,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 1, 'negative_reviews_count': 2, 'neutral_reviews_count': 0}",Negative,https://www.zomato.com/ncr/chilli-pop-rajouri-garden-new-delhi,12
juggernaut,"rajouri garden, new delhi",1.5,"{'delivery_rating': 0.0, 'dine_in_rating': 3.0, 'preference': 'Dine-in'}","elaborate menu, customizable food, good quality, fresh food, staff, taste",Mon,Sun,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 0, 'negative_reviews_count': 2, 'neutral_reviews_count': 0}",Negative,https://www.zomato.com/ncr/juggernaut-rajouri-garden-new-delhi,11
"miss nora","rajouri garden, new delhi",4.3,"{'delivery_rating': 4.199999809265137, 'dine_in_rating': 4.4, 'preference': 'Dine-in'}","dimsum platter, udon noodles, pad thai noodles, dimsums, dumplings, chicken",Mon,Sun,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 0, 'negative_reviews_count': 1, 'neutral_reviews_count': 0}",Negative,https://www.zomato.com/ncr/miss-nora-rajouri-garden-new-delhi,11
"united coffee house rewind","pacific mall (tagore garden), new delhi",4.3,"{'delivery_rating': 4.400000095367432, 'dine_in_rating': 4.2, 'preference': 'Delivery'}","ambience, great service, staff, value for money, quality, taste",Mon,Sun,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 3, 'negative_reviews_count': 0, 'neutral_reviews_count': 0}",Positive,https://www.zomato.com/ncr/united-coffee-house-rewind-tagore-garden-new-delhi,11
"jamie oliver's italian","pacific mall (tagore garden), new delhi",4,"{'delivery_rating': 3.799999952316284, 'dine_in_rating': 4.2, 'preference': 'Dine-in'}","funghi misti pizza, lasagna verdure, prawn linguine, mushroom lasagne, strawberry sorbet, pizza alle verdure",Mon,Sun,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 0, 'negative_reviews_count': 1, 'neutral_reviews_count': 0}",Negative,https://www.zomato.com/ncr/jamie-olivers-italian-tagore-garden-new-delhi,10
"barbeque nation","rajouri garden, new delhi",4,"{'delivery_rating': 4.0, 'dine_in_rating': 4.1, 'preference': 'Dine-in'}","nice service, family crowd, chef, cute packaging, food presentation, nice food",Mon,Sun,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 3, 'negative_reviews_count': 0, 'neutral_reviews_count': 0}",Positive,https://www.zomato.com/ncr/barbeque-nation-rajouri-garden-new-delhi,15
"the beer cafe","unity one mall, janakpuri, new delhi",4.2,"{'delivery_rating': 4.199999809265137, 'dine_in_rating': 4.3, 'preference': 'Dine-in'}","beer cocktail, corn bhel, beers, virgin mojito, chicken malai tikka, nachos",Mon,Sun,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 0, 'negative_reviews_count': 3, 'neutral_reviews_count': 0}",Negative,https://www.zomato.com/ncr/the-beer-cafe-janakpuri-new-delhi,13
"bhape da kitchen by minar cp","rajouri garden, new delhi",3.7,"{'delivery_rating': 4.099999904632568, 'dine_in_rating': 3.4, 'preference': 'Delivery'}","1,800 for two people (approx.)",Mon,Mon,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 5, 'negative_reviews_count': 0, 'neutral_reviews_count': 0}",Positive,https://www.zomato.com/ncr/bhape-da-kitchen-by-minar-cp-rajouri-garden-new-delhi,12
"azora by cherish","paschim vihar, new delhi",4.3,"{'delivery_rating': 4.300000190734863, 'dine_in_rating': 4.3, 'preference': 'Delivery'}","dahi kebab, chicken tikka masala, dal makhni, butter chicken, paneer tikka, drinks",Mon,Sun,"{'overall_sentiment': 'Neutral', 'positive_reviews_count': 1, 'negative_reviews_count': 1, 'neutral_reviews_count': 0}",Neutral,https://www.zomato.com/ncr/azora-by-cherish-paschim-vihar-new-delhi,12
"cafeteria & co.","pacific mall (tagore garden), new delhi",4,"{'delivery_rating': 4.0, 'dine_in_rating': 4.1, 'preference': 'Dine-in'}","food quantity, vibe, food taste, best food under best budget, young crowd, affordable prices",Mon,Sun,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 0, 'negative_reviews_count': 1, 'neutral_reviews_count': 0}",Negative,https://www.zomato.com/ncr/cafeteria-co-1-tagore-garden-new-delhi,11
dnd,"sector 6, dwarka, new delhi",3.8,"{'delivery_rating': 4.0, 'dine_in_rating': 3.7, 'preference': 'Delivery'}","panneer butter masala, chilly chicken, margherita pizza, afghani chicken, chinese food, mocktails",Mon,Sun,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 2, 'negative_reviews_count': 0, 'neutral_reviews_count': 0}",Positive,https://www.zomato.com/ncr/dnd-sector-6-dwarka-new-delhi,11
cuoco,"rajouri garden, new delhi",3.5,"{'delivery_rating': 3.700000047683716, 'dine_in_rating': 3.2, 'preference': 'Delivery'}","grilled mushroom sandwich, falafel wraps, tomato basil soup, thin crust pizza, hummus, coffee",Mon,Sun,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 3, 'negative_reviews_count': 0, 'neutral_reviews_count': 0}",Positive,https://www.zomato.com/ncr/cuoco-rajouri-garden-new-delhi,12
"blue tokai coffee roasters","rajouri garden, new delhi",3.9,"{'delivery_rating': 4.099999904632568, 'dine_in_rating': 3.8, 'preference': 'Delivery'}","1,500 for two people (approx.)",Mon,Sun,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 0, 'negative_reviews_count': 4, 'neutral_reviews_count': 0}",Negative,https://www.zomato.com/ncr/blue-tokai-coffee-roasters-1-rajouri-garden-new-delhi,16
"cafe olgaa","paschim vihar, new delhi",4,"{'delivery_rating': 3.9000000953674316, 'dine_in_rating': 4.0, 'preference': 'Dine-in'}","weekend brunch, family crowd, good music, elaborate menu, young crowd, customizable food",Mon,Sun,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 0, 'negative_reviews_count': 4, 'neutral_reviews_count': 0}",Negative,https://www.zomato.com/ncr/cafe-olgaa-paschim-vihar-new-delhi,12
"cafe west delhi","mayapuri phase 2, new delhi",3.6,"{'delivery_rating': 3.799999952316284, 'dine_in_rating': 3.4, 'preference': 'Delivery'}","1,500 for two people (approx.)",Mon,Sun,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 0, 'negative_reviews_count': 1, 'neutral_reviews_count': 0}",Negative,https://www.zomato.com/ncr/cafe-west-delhi-mayapuri-phase-2-new-delhi,11
"temple street","tilak nagar, new delhi",4.2,"{'delivery_rating': 4.0, 'dine_in_rating': 4.5, 'preference': 'Dine-in'}","ghee roast dosa, south indian platter, raj kachori, vada, sambar, idli",Mon,Sun,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 2, 'negative_reviews_count': 1, 'neutral_reviews_count': 0}",Positive,https://www.zomato.com/ncr/temple-street-1-tilak-nagar-new-delhi,13
"the red door","rajouri garden, new delhi",4,"{'delivery_rating': 4.0, 'dine_in_rating': 3.9, 'preference': 'Delivery'}","2,000 for two people (approx.)",Mon,Sun,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 5, 'negative_reviews_count': 0, 'neutral_reviews_count': 0}",Positive,https://www.zomato.com/ncr/the-red-door-2-rajouri-garden-new-delhi,11
"roslyn coffee","janakpuri, new delhi",3.5,"{'delivery_rating': 3.799999952316284, 'dine_in_rating': 3.3, 'preference': 'Delivery'}","700 for two people (approx.)",Mon,Sun,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 4, 'negative_reviews_count': 0, 'neutral_reviews_count': 0}",Positive,https://www.zomato.com/ncr/roslyn-coffee-janakpuri-new-delhi,11
"manjeet restaurant","jail road, new delhi",3.5,"{'delivery_rating': 3.700000047683716, 'dine_in_rating': 3.3, 'preference': 'Delivery'}","chicken kalmi, shawarma wrap, chicken garlic tikka, masala paneer, afghan chicken, chicken shawarma",Mon,Sun,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 0, 'negative_reviews_count': 1, 'neutral_reviews_count': 0}",Negative,https://www.zomato.com/ncr/manjeet-restaurant-jail-road-new-delhi,11
"suroor reloaded","rajouri garden, new delhi",3.9,"{'delivery_rating': 3.700000047683716, 'dine_in_rating': 4.1, 'preference': 'Dine-in'}","hari mirch ka paneer tikka, walnut brownie sundae, chocolate browine, fried cheese, chilli paneer dry, chicken tikka pizza",Mon,Sun,"{'overall_sentiment': 'Neutral', 'positive_reviews_count': 1, 'negative_reviews_count': 1, 'neutral_reviews_count': 0}",Neutral,https://www.zomato.com/ncr/suroor-reloaded-rajouri-garden-new-delhi,12
"dark bean","janakpuri, new delhi",4,"{'delivery_rating': 4.0, 'dine_in_rating': 3.9, 'preference': 'Delivery'}","400 for two people (approx.)",Mon,Sun,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 1, 'negative_reviews_count': 2, 'neutral_reviews_count': 0}",Negative,https://www.zomato.com/ncr/dark-bean-1-janakpuri-new-delhi,10
"four season family restaurant","palam, new delhi",3.7,"{'delivery_rating': 3.5999999046325684, 'dine_in_rating': 3.8, 'preference': 'Dine-in'}","tawa mutton, veg soup, tomato soup, tawa roti, kadai paneer, kadhai chicken",Mon,Sun,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 3, 'negative_reviews_count': 1, 'neutral_reviews_count': 0}",Positive,https://www.zomato.com/ncr/four-season-family-restaurant-palam-new-delhi,12
"yo! china","district centre, janakpuri, new delhi",3.8,"{'delivery_rating': 4.099999904632568, 'dine_in_rating': 3.6, 'preference': 'Delivery'}","soups, honey chilli potato, manchurian, spring roll, chilli chicken, momos",Mon,Sun,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 2, 'negative_reviews_count': 0, 'neutral_reviews_count': 0}",Positive,https://www.zomato.com/ncr/yo-china-janakpuri-new-delhi,12
"house of punjab","jail road, new delhi",3.7,"{'delivery_rating': 4.099999904632568, 'dine_in_rating': 3.3, 'preference': 'Delivery'}","1,250 for two people (approx.)",Mon,Sun,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 3, 'negative_reviews_count': 1, 'neutral_reviews_count': 0}",Positive,https://www.zomato.com/ncr/house-of-punjab-jail-road-new-delhi,12
"jamie oliver kitchen cafe","rajouri garden, new delhi",3.8,"{'delivery_rating': 4.099999904632568, 'dine_in_rating': 3.6, 'preference': 'Delivery'}","300 for two people (approx.)",Mon,Sun,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 0, 'negative_reviews_count': 1, 'neutral_reviews_count': 0}",Negative,https://www.zomato.com/ncr/jamie-oliver-kitchen-cafe-rajouri-garden-new-delhi,12
"singla’s sweets bakery & restaurant","tilak nagar, new delhi",4,"{'delivery_rating': 4.0, 'dine_in_rating': 4.0, 'preference': 'Equal'}","dahi papadi chaat, dal handi, ras malai, panner tikka, raj kachori, golgappe",Mon,Sun,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 1, 'negative_reviews_count': 4, 'neutral_reviews_count': 0}",Negative,https://www.zomato.com/ncr/singlas-sweets-bakery-restaurant-tilak-nagar-new-delhi,12
"kartoon cafe","rajouri garden, new delhi",4.3,"{'delivery_rating': 4.0, 'dine_in_rating': 4.6, 'preference': 'Dine-in'}","cheap and affordable, inexpensive, cafe, student crowd, young crowd, customizable food",Mon,Sun,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 0, 'negative_reviews_count': 5, 'neutral_reviews_count': 0}",Negative,https://www.zomato.com/ncr/kartoon-cafe-rajouri-garden-new-delhi,11
"the post office","rajouri garden, new delhi",3.6,"{'delivery_rating': 4.0, 'dine_in_rating': 3.2, 'preference': 'Delivery'}","2,000 for two people (approx.)",Mon,Sun,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 0, 'negative_reviews_count': 3, 'neutral_reviews_count': 0}",Negative,https://www.zomato.com/ncr/the-post-office-rajouri-garden-new-delhi,12
"bites and brew","vikaspuri, new delhi",4.3,"{'delivery_rating': 4.199999809265137, 'dine_in_rating': 4.4, 'preference': 'Dine-in'}","hot chocolate, cheesecake, coffee, momos",Mon,Sun,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 0, 'negative_reviews_count': 1, 'neutral_reviews_count': 0}",Negative,https://www.zomato.com/ncr/bites-and-brew-vikaspuri-new-delhi,11
"coffee dates - coffee shop & eatery","rajouri garden, new delhi",4,"{'delivery_rating': 4.0, 'dine_in_rating': 3.9, 'preference': 'Delivery'}","700 for two people (approx.)",Mon,Sun,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 5, 'negative_reviews_count': 0, 'neutral_reviews_count': 0}",Positive,https://www.zomato.com/ncr/coffee-dates-coffee-shop-eatery-rajouri-garden-new-delhi,13
"mellow garden","rajouri garden, new delhi",4.2,"{'delivery_rating': 3.9000000953674316, 'dine_in_rating': 4.4, 'preference': 'Dine-in'}","vegetable manchow soup, classic margherita pizza, mutton masala, stuffed mushrooms, chicken afghani, paneer tikka pizza",Mon,Sun,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 5, 'negative_reviews_count': 0, 'neutral_reviews_count': 0}",Positive,https://www.zomato.com/ncr/mellow-garden-1-rajouri-garden-new-delhi,12
bakington,"vikaspuri, new delhi",3.7,"{'delivery_rating': 4.099999904632568, 'dine_in_rating': 3.4, 'preference': 'Delivery'}","good for dessert, pretty decor, pocket friendly prices, value for money, ambience, taste",Mon,Sun,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 0, 'negative_reviews_count': 2, 'neutral_reviews_count': 0}",Negative,https://www.zomato.com/ncr/bakington-vikaspuri-new-delhi,12
"big boyz lounge","rajouri garden, new delhi",2,"{'delivery_rating': 0.0, 'dine_in_rating': 4.1, 'preference': 'Dine-in'}","2,000 for two people (approx.) with alcohol",Mon,Sun,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 0, 'negative_reviews_count': 2, 'neutral_reviews_count': 0}",Negative,https://www.zomato.com/ncr/big-boyz-lounge-rajouri-garden-new-delhi,12
"sagar ratna","naraina, new delhi",3.6,"{'delivery_rating': 4.199999809265137, 'dine_in_rating': 3.1, 'preference': 'Delivery'}","family place, hospitality, good food, ambience",Mon,Sun,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 2, 'negative_reviews_count': 0, 'neutral_reviews_count': 0}",Positive,https://www.zomato.com/ncr/sagar-ratna-naraina-new-delhi,15
"the planet restro","sector 7, dwarka, new delhi",3.6,"{'delivery_rating': 3.700000047683716, 'dine_in_rating': 3.5, 'preference': 'Delivery'}","portion size, value for money, food quality, packaging",Mon,Sun,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 5, 'negative_reviews_count': 0, 'neutral_reviews_count': 0}",Positive,https://www.zomato.com/ncr/the-planet-restro-3-sector-7-dwarka-new-delhi,12
"dosa country","sector 7, dwarka, new delhi",3.9,"{'delivery_rating': 3.9000000953674316, 'dine_in_rating': 3.9, 'preference': 'Delivery'}","maysore masala dosa, idli sambar, vada sambhar, dosa, poha, dal tadka",Mon,Sun,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 2, 'negative_reviews_count': 0, 'neutral_reviews_count': 0}",Positive,https://www.zomato.com/ncr/dosa-country-sector-7-dwarka-new-delhi,10
"shree durga dosa","paschim vihar, new delhi",4.1,"{'delivery_rating': 4.099999904632568, 'dine_in_rating': 4.2, 'preference': 'Dine-in'}","low price, polite staff, good taste, menu, ambience",Mon,Sun,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 2, 'negative_reviews_count': 1, 'neutral_reviews_count': 0}",Positive,https://www.zomato.com/ncr/shree-durga-dosa-3-paschim-vihar-new-delhi,10
"kitchen district - hyatt centric","hyatt centric hotel, new delhi",2,"{'delivery_rating': 0.0, 'dine_in_rating': 4.1, 'preference': 'Dine-in'}","spacious interiors, awesome spot to hangout, sanitised service, food tastes great, served quickly, very affordable",Mon,Sun,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 0, 'negative_reviews_count': 2, 'neutral_reviews_count': 0}",Negative,https://www.zomato.com/ncr/kitchen-district-hyatt-centric-1-janakpuri-new-delhi,16
"momo weds shawarma","janakpuri, new delhi",4,"{'delivery_rating': 4.099999904632568, 'dine_in_rating': 4.0, 'preference': 'Delivery'}","ambience, service, food quality, portion size, value for money, packaging",Mon,Sun,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 1, 'negative_reviews_count': 0, 'neutral_reviews_count': 0}",Positive,https://www.zomato.com/ncr/momo-weds-shawarma-janakpuri-new-delhi,10
"cé la vie kitchen & bar","middle circle, connaught place, new delhi",2.1,"{'delivery_rating': 0.0, 'dine_in_rating': 4.2, 'preference': 'Dine-in'}","great food, value for money, food quality, packaging",Mon,Sun,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 5, 'negative_reviews_count': 0, 'neutral_reviews_count': 0}",Positive,https://www.zomato.com/ncr/c%C3%A9-la-vie-kitchen-bar-connaught-place-new-delhi,13
"out of the box courtyard","middle circle, connaught place, new delhi",4,"{'delivery_rating': 4.0, 'dine_in_rating': 4.1, 'preference': 'Dine-in'}","fish fingers, sangria, cocktail, virgin mojito, dimsums, brownie",Mon,Sun,"{'overall_sentiment': 'Neutral', 'positive_reviews_count': 1, 'negative_reviews_count': 1, 'neutral_reviews_count': 0}",Neutral,https://www.zomato.com/ncr/out-of-the-box-courtyard-1-connaught-place-new-delhi,13
"xero courtyard","janpath, new delhi",4,"{'delivery_rating': 4.0, 'dine_in_rating': 4.0, 'preference': 'Equal'}","beautiful place, weekend brunch, good music, good wifi, elaborate menu, student crowd",Mon,Sun,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 3, 'negative_reviews_count': 1, 'neutral_reviews_count': 0}",Positive,https://www.zomato.com/ncr/xero-courtyard-janpath-new-delhi,12
"the darzi bar & kitchen","middle circle, connaught place, new delhi",3.6,"{'delivery_rating': 3.0999999046325684, 'dine_in_rating': 4.2, 'preference': 'Dine-in'}","classic cosmopolitan, batata vada, amritsari machi, desi chicken curry, blueberry mocktail, chatpate aloo",Mon,Sun,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 1, 'negative_reviews_count': 2, 'neutral_reviews_count': 0}",Negative,https://www.zomato.com/TheDarziBar,13
kasso,"moti nagar, new delhi",2.1,"{'delivery_rating': 0.0, 'dine_in_rating': 4.2, 'preference': 'Dine-in'}","2,000 for two people (approx.) without alcohol",Mon,Sun,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 1, 'negative_reviews_count': 2, 'neutral_reviews_count': 0}",Negative,https://www.zomato.com/ncr/kasso-moti-nagar-new-delhi,14
"markaz cafe & lounge","moti nagar, new delhi",2,"{'delivery_rating': 0.0, 'dine_in_rating': 3.9, 'preference': 'Dine-in'}","grilled chicken steak, soya chaap, oreo shake, chilli chicken, brownie, chicken tikka",Mon,Sun,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 2, 'negative_reviews_count': 0, 'neutral_reviews_count': 0}",Positive,https://www.zomato.com/ncr/markaz-cafe-lounge-moti-nagar-new-delhi,9
