,restaurant_name,dine_rating,delivery_rating_f,location,average_pricing,popular_cuisine,open_time,closed_time_f,operational_hours,operational_days,open_days_f,last_open_day,reviews,url,sentiment_analysis,overall_review,delivery_vs_dine_in_preference,average_rating
2680,Radha Ki Rasoi,3.4,3.9,"Sector 7, Dwarka, New Delhi",450,₹450 for two people (approx.),12midnight,1am,1.0,7,Mon,Sun,"['Daal is not worth', Wrong item received""",https://www.zomato.com/ncr/radha-ki-rasoi-sector-7-dwarka-new-delhi,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 5, 'negative_reviews_count': 0, 'neutral_reviews_count': 0}",Positive,"{'delivery_rating': 3.9000000953674316, 'dine_in_rating': 3.4, 'preference': 'Delivery'}",3.650000047683716
2681,The Chinese Chef,3.9,0.0,"Tilak Nagar, New Delhi",400,₹400 for two people (approx.),1pm,2am,13.0,7,Mon,Sun,"['Found them on YouTube and ordered Manchurian from the place, the balls lacked some salt but the soup was amazing. I would definitely order from them again.', 'Wonderful Chinese food it’s located in the main road of Tilak Nagar chilly chicken and chicken 65 were amazing must try if you are a Chinese lover']",https://www.zomato.com/ncr/the-chinese-chef-1-tilak-nagar-new-delhi,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 5, 'negative_reviews_count': 0, 'neutral_reviews_count': 0}",Positive,"{'delivery_rating': 0.0, 'dine_in_rating': 3.9, 'preference': 'Dine-in'}",1.95
2682,Mukesh Anday Wala,4.0,4.2,"Palam, New Delhi",500,₹500 for two people (approx.),11am,11,11.0,7,Mon,Sun,"['amazing taste. very delicious. polite chef and staff', 'very good in taste', 'Good', 'name says normal omelette , but its not a normal omelette. they add fried onions, tomato, chilli in this. taste is good but if they says its a normal omelette then it should look like that.', 'poor food and poor packaging']",https://www.zomato.com/ncr/mukesh-anday-wala-1-palam-new-delhi,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 1, 'negative_reviews_count': 2, 'neutral_reviews_count': 0}",Negative,"{'delivery_rating': 4.199999809265137, 'dine_in_rating': 4.0, 'preference': 'Delivery'}",4.099999904632568
2683,McDonald's,3.3,4.1,"Sector 5, Dwarka, New Delhi",400,"Spicy Chick Burger, Maharaja Chicken, Mc Flurry, Mc Spicy Chicken, Mcaloo Tikki, Happy Meal",9am,2am,17.0,7,Mon,Sun,"['incomplete order no mcegg', 'thank u , this time correct order is given ..keep it up', ordered for Double patty Mc Vegies Large EVM""",https://www.zomato.com/ncr/mcdonalds-sector-5-dwarka-new-delhi,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 5, 'negative_reviews_count': 0, 'neutral_reviews_count': 0}",Positive,"{'delivery_rating': 4.099999904632568, 'dine_in_rating': 3.3, 'preference': 'Delivery'}",3.699999952316284
2684,Hussain Chicken Point,3.6,3.8,"Uttam Nagar, New Delhi",500,"Fair Prices, Contactless Delivery, Good Quality, Value for Money, Timely Service, Food",12midnight,4,4.0,7,Mon,Sun,['No reviews here'],https://www.zomato.com/ncr/hussain-chicken-point-uttam-nagar-new-delhi,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 4, 'negative_reviews_count': 1, 'neutral_reviews_count': 0}",Positive,"{'delivery_rating': 3.799999952316284, 'dine_in_rating': 3.6, 'preference': 'Delivery'}",3.699999976158142
2685,Imly,3.7,3.7,"Vishal Enclave, New Delhi",1000,"Panipuri Shots, Dosa Pizza, Dahi Gol Gappa, Banta Drink, Jalebi with Rabri, Mojito Cocktail",12noon,1am,13.0,7,Mon,Sun,"['it is permanently closed\nwhy zomato is taking booking for the same', 'There is no such restaurant. Please get it removed from the system', 'Booked Slot from Zomato. Even Zomato confirmed it but when I reached there in Rajouri Garden. Shockingly found Imly was closed few months ago.\nWorst by Zomato if store is closed than they can take bookings.', Imly""",https://www.zomato.com/ncr/imly-rajouri-garden-new-delhi,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 1, 'negative_reviews_count': 4, 'neutral_reviews_count': 0}",Negative,"{'delivery_rating': 3.700000047683716, 'dine_in_rating': 3.7, 'preference': 'Delivery'}",3.700000023841858
2686,Copper Chimney,4.4,4.3,"Rajouri Garden, New Delhi",1600,"Elaborate Menu, Ambience, Customizable Food, Fresh Food, Good Quality, Service",12noon,4pm,4.0,7,Mon,Sun,"['Great food & awesome service from Paan Singh', 'food was tasty and serviceis good. pan also attended us well', 'Visited them on 19th June for dinner with my family, the food was good but the service was slow because of the limited number of staff serving.\n\nFor the food, if I have to compare it with my regular go to restaurant- Sandoz - I\nWould give it 6/10 and Sandoz 8/10.\n\nSince, it is a Mumbai based outlet the food was typically made in Mumbai style and was less punjabi in nature.\n\nSo, if you are being accompanied by your typical punjabi family, they will like the food but won’t be keen to come back again.', 'kurkuri roti is ama6in starters']",https://www.zomato.com/ncr/copper-chimney-rajouri-garden-new-delhi,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 4, 'negative_reviews_count': 1, 'neutral_reviews_count': 0}",Positive,"{'delivery_rating': 4.300000190734863, 'dine_in_rating': 4.4, 'preference': 'Dine-in'}",4.350000095367432
2687,Silbuttah - The Indian Story by Berco's,4.7,4.0,"Vishal Enclave, New Delhi",1300,"Excellent Food, Nice Food, Great Service, Ambience, Elaborate Menu, Fresh Food",12noon,11pm,11.0,7,Mon,Sun,"['food,service and hospitality is good.there is a scope of improvement in butter chicken which is sort of average rest dahi kababs are must to have.Bercos with silbuttah is delight to have.', 'Was served by Karan Chandra. Very polite and professional staff.', 'Mahesh served us well . Excel staff and food', 'Great food , amazing taste and superb service by mr karan chandra ji 👍🏻', 'Great service by karan chandra']",https://www.zomato.com/ncr/silbuttah-the-indian-story-by-bercos-rajouri-garden-new-delhi,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 0, 'negative_reviews_count': 3, 'neutral_reviews_count': 0}",Negative,"{'delivery_rating': 4.0, 'dine_in_rating': 4.7, 'preference': 'Dine-in'}",4.35
2688,MSD Family Restaurant,3.6,3.5,"Palam, New Delhi",500,"Food Packing, Great Place for Family, Clean and Hygienic Place, Student Crowd, Affordable Prices, Young Crowd",00:00,23:59,23.98,7,Mon,Sun,"['delivery partner says he was cooked so let or the delivery boy was waiting for 1 hour', maine pahle bhi khaya hai inke yha se but aaj ka ekdam bekar tha aisa lag raha tha ki inke yha ka ni hai bilkul different tha quantity bhi sahi ni tha packaging bhi thik ni tha I'm very disappointed""""""",https://www.zomato.com/ncr/msd-family-restaurant-palam-new-delhi,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 5, 'negative_reviews_count': 0, 'neutral_reviews_count': 0}",Positive,"{'delivery_rating': 3.5, 'dine_in_rating': 3.6, 'preference': 'Dine-in'}",3.55
2689,24 Hours Chicken Tadka,3.9,4.0,"Uttam Nagar, New Delhi",250,"Good Place, Fresh Food, Good Quality, Value for Money, Packaging, Taste",9am,3am,18.0,7,Mon,Sun,['the guy is very nice person and oder is very amazing and food is tasty ilove it'],https://www.zomato.com/ncr/24-hours-chicken-tadka-uttam-nagar-new-delhi,"{'overall_sentiment': 'Neutral', 'positive_reviews_count': 1, 'negative_reviews_count': 1, 'neutral_reviews_count': 0}",Neutral,"{'delivery_rating': 4.0, 'dine_in_rating': 3.9, 'preference': 'Delivery'}",3.95
2690,Pizza Hut,3.2,3.8,"District Centre, Janakpuri, New Delhi",600,"Melon Mojito, Cheese Sticks, Garlic Bread Stick, Pasta",11am,11pm,12.0,7,Mon,Sun,"['pizza was awesome', 'The food delivery was cold and it was delayed by half an hour.', 'Not cooked properly and tomato sauce sashes are not provided']",https://www.zomato.com/ncr/pizza-hut-janakpuri-new-delhi,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 1, 'negative_reviews_count': 3, 'neutral_reviews_count': 0}",Negative,"{'delivery_rating': 3.799999952316284, 'dine_in_rating': 3.2, 'preference': 'Delivery'}",3.499999976158142
2691,Castle's Barbeque,4.0,0.0,"Janakpuri, New Delhi",1500,"₹1,500 for two people (approx.)",12noon,11pm,11.0,7,Mon,Sun,"['I had tried chilli paneer which was so delicious. The taste of food was so much best.', 'I am really satisfied with this place very much. I had tried kadhai paneer and it was too much best.', 'I am so happy with it really. Highly recommended place to everyone. I am so happy with the taste of matar paneer.', 'The taste of matar paneer was amazing.\nHighly recommended place to everyone.\nThe taste of matar paneer was too awesome.', 'I am so happy and satisfied with it. I am so happy with the taste of dal makhani.']",https://www.zomato.com/ncr/castles-barbeque-janakpuri-new-delhi,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 4, 'negative_reviews_count': 1, 'neutral_reviews_count': 0}",Positive,"{'delivery_rating': 0.0, 'dine_in_rating': 4.0, 'preference': 'Dine-in'}",2.0
2692,Pinch Of Spice,4.5,4.3,"Vishal Enclave, New Delhi",1900,"Pan Shot, Sizzling Brownie, Cigar Roll, Rara Chicken, Manchow Soup, Mocktail",12noon,12midnight,12.0,7,Mon,Sun,['good food'],https://www.zomato.com/ncr/pinch-of-spice-rajouri-garden-new-delhi,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 5, 'negative_reviews_count': 0, 'neutral_reviews_count': 0}",Positive,"{'delivery_rating': 4.300000190734863, 'dine_in_rating': 4.5, 'preference': 'Dine-in'}",4.400000095367432
2693,Standard Burfee,3.8,3.9,"Tilak Nagar, New Delhi",600,"Raj Kachori, Gulab Jamun, Thali, Snacks",8am,4am,20.0,7,Mon,Sun,"['Stale n bitter gravy. Seems tomato’s were used in excess. Nt at all creamy.', 'Too much color added in chilly potato', 'Spilled food with stinking sliced tomatoes', 'nice']",https://www.zomato.com/ncr/standard-burfee-tilak-nagar-new-delhi,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 4, 'negative_reviews_count': 0, 'neutral_reviews_count': 0}",Positive,"{'delivery_rating': 3.9000000953674316, 'dine_in_rating': 3.8, 'preference': 'Delivery'}",3.8500000476837157
2694,The Yellow Chilli,4.3,4.0,"Rajouri Garden, New Delhi",1000,"₹1,000 for two people (approx.)",12noon,11,11.0,7,Mon,Sun,"['Good service by dashrath', 'very nice restaurant. chandresh attended us and he was relly good...food is also amazing ! overall a great experience.', 'Good ambience, food and service. Below are the ratings -\nVeg platter - 4/5\nButter chicken - 5/5\nMalai Kofta - 4/5\nKebab sabzi - 4/5 ( Kebabs are fried)\nFresh like soda - 5/5\nKulcha and garlic naan - 5/5', 'amazing food', 'Nice food with good service. Value for money.']",https://www.zomato.com/ncr/the-yellow-chilli-2-rajouri-garden-new-delhi,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 5, 'negative_reviews_count': 0, 'neutral_reviews_count': 0}",Positive,"{'delivery_rating': 4.0, 'dine_in_rating': 4.3, 'preference': 'Dine-in'}",4.15
2695,Haldiram's,3.8,4.1,"Tilak Nagar, New Delhi",400,"Aloo Poori, Rajkachori, Mixed Vegetables, Raj Kachori, Pav Bhaji, Chole Bhature",12midnight,4am,4.0,7,Mon,Sun,"['good dish', 'Reyansh. Shweta. Ankur']",https://www.zomato.com/ncr/haldirams-tilak-nagar-new-delhi,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 3, 'negative_reviews_count': 2, 'neutral_reviews_count': 0}",Positive,"{'delivery_rating': 4.099999904632568, 'dine_in_rating': 3.8, 'preference': 'Delivery'}",3.949999952316284
2696,Sardar Ji Family Restaurant,3.6,3.7,"Raja Garden, New Delhi",1400,"Great Buffet Spread, Themed Decor, Family Place, Booking, Waiter, Server",12noon,6am,18.0,7,Mon,Sun,"['Salt is too much and they have become soggy', 'taste was horrible', amazing food but increase little bit portion size. it's not serving even for 2 otherwise everything is good""""]""""",https://www.zomato.com/ncr/sardar-ji-family-restaurant-raja-garden-new-delhi,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 5, 'negative_reviews_count': 0, 'neutral_reviews_count': 0}",Positive,"{'delivery_rating': 3.700000047683716, 'dine_in_rating': 3.6, 'preference': 'Delivery'}",3.6500000238418577
2697,Wah Veer G Wah,4.0,3.8,"Jail Road, New Delhi",350,"Soya Keema, Chowmein, Chilli Paneer, Manchurian, Thali, Paneer Tikka",12noon,11,11.0,7,Mon,Sun,"['needs to improve packaging.', 'Written white gravy given red', 'sara khana polythene main gira hua h', 'NEVER ORDER FROM HERE AT LATE NIGHT. THEY MAKE A FOOL AND GIVE THE THINGS PACKED FROM OTHER RESTAURANT. THE PACKAGING IS REALLY BAD, THE FOOD IS STALE AND THEY SEND WRONG ITEMS AT NIGHT']",https://www.zomato.com/ncr/wah-veer-g-wah-jail-road-new-delhi,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 3, 'negative_reviews_count': 2, 'neutral_reviews_count': 0}",Positive,"{'delivery_rating': 3.799999952316284, 'dine_in_rating': 4.0, 'preference': 'Dine-in'}",3.899999976158142
2698,Scoops,3.8,3.9,"Uttam Nagar, New Delhi",400,"Thick Shakes, Paneer Sandwich, Veg Burger, Wrap, Cold Coffee, Rolls",00:00,23:59,23.98,7,Mon,Sun,"['Dry burger …\nSpilled all the veggies of momos', I don't understand why they don't really note when I have strictly mentioned that""",https://www.zomato.com/ncr/scoops-uttam-nagar-new-delhi,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 4, 'negative_reviews_count': 1, 'neutral_reviews_count': 0}",Positive,"{'delivery_rating': 3.9000000953674316, 'dine_in_rating': 3.8, 'preference': 'Delivery'}",3.8500000476837157
2699,Pinch Of Spice,4.5,4.1,"Sector 10, Dwarka, New Delhi",1700,"Pan Shot, Mutton Rogan Josh, Cheesecake, Drinks",12noon,11,11.0,7,Mon,Sun,"['Pathetic chaap i ever had.', 'Gaurav Kumar was a great help at the restaurant....Lovely experience...', 'The tastiest butter chicken ever', 'Good place to visit, services provided by Aman is awasome', 'excellent service and good food,also the service provided by Mr Chandan ram was marvellous']",https://www.zomato.com/ncr/pinch-of-spice-sector-10-dwarka-new-delhi,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 0, 'negative_reviews_count': 3, 'neutral_reviews_count': 0}",Negative,"{'delivery_rating': 4.099999904632568, 'dine_in_rating': 4.5, 'preference': 'Dine-in'}",4.299999952316284
2700,Dilli Darbar,3.8,4.0,"Subhash Nagar, New Delhi",500,₹500 for two people (approx.),12noon,1am,13.0,7,Mon,Sun,['roti not achhi 😂😂'],https://www.zomato.com/ncr/dilli-darbar-2-subhash-nagar-new-delhi,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 0, 'negative_reviews_count': 3, 'neutral_reviews_count': 0}",Negative,"{'delivery_rating': 4.0, 'dine_in_rating': 3.8, 'preference': 'Delivery'}",3.9
2701,Cool Scoop,3.9,3.9,"Tilak Nagar, New Delhi",300,₹300 for two people (approx.),12midnight,1am,1.0,7,Mon,Sun,"['they have mentioned hot chocolate tiramisu in their menu which is hoodwinking the customer We thought that we werr ordering chocolate tiramisu But in reality we had received hot chocolate shake.', 'Dont waste your money on this restaurant']",https://www.zomato.com/ncr/cool-scoop-2-tilak-nagar-new-delhi,"{'overall_sentiment': 'Neutral', 'positive_reviews_count': 2, 'negative_reviews_count': 2, 'neutral_reviews_count': 0}",Neutral,"{'delivery_rating': 3.9000000953674316, 'dine_in_rating': 3.9, 'preference': 'Delivery'}",3.900000047683716
2702,Raj Take Away,4.0,3.7,"Uttam Nagar, New Delhi",400,"Value of Money, Great Menu, Fantastic Decoration, Clean and Hygienic Place, Nice Concept, Good Wifi",00:00,23:59,23.98,7,Mon,Sun,"['THE MOMOMS TASTE IS WORST I WANT A REFUND WASTE OF MONEY. too much masala added', 'no salad']",https://www.zomato.com/ncr/raj-take-away-1-uttam-nagar-new-delhi,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 5, 'negative_reviews_count': 0, 'neutral_reviews_count': 0}",Positive,"{'delivery_rating': 3.700000047683716, 'dine_in_rating': 4.0, 'preference': 'Dine-in'}",3.850000023841858
2703,Rolls Mania,4.6,4.0,"Sector 7, Dwarka, New Delhi",400,"Garlic Roll, Manchurian Roll, Chicken Nuggets, Veg Rolls, Chicken Popcorn, Cheesecake",12noon,4am,16.0,7,Mon,Sun,"['no salt in egg roll', 'Chicken used was stale', 'Food was delieved almost one hour late. Food is cold, they even charged me more. The amount mentioned in the bill is more than what i payed']",https://www.zomato.com/ncr/rolls-mania-sector-7-dwarka-new-delhi,"{'overall_sentiment': 'Neutral', 'positive_reviews_count': 2, 'negative_reviews_count': 2, 'neutral_reviews_count': 0}",Neutral,"{'delivery_rating': 4.0, 'dine_in_rating': 4.6, 'preference': 'Dine-in'}",4.3
2704,Smile Tadka House,4.7,4.0,"Uttam Nagar, New Delhi",300,₹300 for two people (approx.),00:00,23:59,23.98,7,Mon,Sun,"['Awesome biryani smile tadka house...\n5/5 rating star...\nMe first time order by zomato and very best services zomato and smile tadka house restaurant...\n\nThank you', 'I am order this shop and food was very delicious 😋😋 and awesome the packing was very nice...and the tissue paper ,plate ,spoon, soaf also available in the packing']",https://www.zomato.com/ncr/smile-tadka-house-uttam-nagar-new-delhi,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 1, 'negative_reviews_count': 3, 'neutral_reviews_count': 0}",Negative,"{'delivery_rating': 4.0, 'dine_in_rating': 4.7, 'preference': 'Dine-in'}",4.35
2705,Dilli BC,4.5,4.0,"Gourmet Hub, Paschim Vihar, New Delhi",1200,"Gulab Jamun, Kebabs, Paneer Tikka, Shakes, Chicken Tikka, Biryani",12noon,4am,16.0,7,Mon,Sun,['thanks for quick delivery and for the service we have enjoyed our food.'],https://www.zomato.com/DBCPV,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 5, 'negative_reviews_count': 0, 'neutral_reviews_count': 0}",Positive,"{'delivery_rating': 4.0, 'dine_in_rating': 4.5, 'preference': 'Dine-in'}",4.25
2706,Zayka Delhi-6,4.0,3.9,"Subhash Nagar, New Delhi",500,₹500 for two people (approx.),12noon,1am,13.0,7,Mon,Sun,"['stalled food, smelly and taste less', 'Thanks']",https://www.zomato.com/ncr/zayka-delhi-6-subhash-nagar-new-delhi,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 3, 'negative_reviews_count': 0, 'neutral_reviews_count': 0}",Positive,"{'delivery_rating': 3.9000000953674316, 'dine_in_rating': 4.0, 'preference': 'Dine-in'}",3.950000047683716
2707,Burger Singh - Big Punjabi Burgers,3.7,4.1,"DDA Market, New Delhi",300,"Amritsari Burger, Fries, Momos, Drinks",12noon,6am,18.0,7,Mon,Sun,"['patty was very soggy', 'Not even cooked properly', 'not hot any more']",https://www.zomato.com/ncr/burger-singh-big-punjabi-burgers-1-rajouri-garden-new-delhi,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 0, 'negative_reviews_count': 3, 'neutral_reviews_count': 0}",Negative,"{'delivery_rating': 4.099999904632568, 'dine_in_rating': 3.7, 'preference': 'Delivery'}",3.8999999523162843
2708,The Rolling Shakes Co.,4.3,4.0,"Vikaspuri, New Delhi",350,"Cheese Sandwich, Cheesy Fries, Paneer Roll, Chicken Roll, Peri Peri Fries, Shakes",12midnight,2,2.0,7,Mon,Sun,"['worst shwarma ever ...peri peri ke naam par sirf mirchi thi. ...sauce ki package bhut khraab thi ...no onion...roll ki chapppati bhi soggy thi .....', the paneer roll tasted very bad the panner wasn't tasting fresh and the brownie was very""",https://www.zomato.com/ncr/the-rolling-shakes-co-vikaspuri-new-delhi,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 3, 'negative_reviews_count': 0, 'neutral_reviews_count': 0}",Positive,"{'delivery_rating': 4.0, 'dine_in_rating': 4.3, 'preference': 'Dine-in'}",4.15
2709,Baozi Momos,3.2,4.1,"Palam, New Delhi",400,"Elaborate Menu, Customizable Food, Young Crowd, Tasty, Good Taste, Food Presentation",2pm,2am,12.0,7,Mon,Sun,"['packing is good but food are not good taste less or sausi, so salty food', 'due to delay in delivery food lost its taste', 'worst chaap I ever ate']",https://www.zomato.com/ncr/baozi-momos-palam-new-delhi,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 1, 'negative_reviews_count': 3, 'neutral_reviews_count': 0}",Negative,"{'delivery_rating': 4.099999904632568, 'dine_in_rating': 3.2, 'preference': 'Delivery'}",3.6499999523162843
2710,Ashok Ki Rasoi,4.3,4.0,"Sector 2, Dwarka, New Delhi",400,"Parantha Thali, Butter Naan, Shahi Paneer, Chaap, Dal Makhani",5pm,5am,12.0,7,Mon,Sun,"[i love the taste of food it's super delicious feels like a homemade maa k hath ka khana .. quantity is good i must say you give value for money""""""",https://www.zomato.com/ncr/ashok-ki-rasoi-sector-2-dwarka-new-delhi,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 2, 'negative_reviews_count': 3, 'neutral_reviews_count': 0}",Negative,"{'delivery_rating': 4.0, 'dine_in_rating': 4.3, 'preference': 'Dine-in'}",4.15
2711,Keventers - Milkshakes & Desserts,3.7,4.2,"Unity One Mall, Janakpuri, New Delhi",300,"Chocolate Milkshake, Blueberry Shake, Thick Shakes, Coffee, Drinks",9am,2am,17.0,7,Mon,Sun,"['112, Anand Nagar, Inder Lok, near Inder Lok metro station\nI booked this order for my sister at the above address and your delivery partner delivered at my address in vishnu garden chand nagar. what is this. check the delivery address and get back to me . you wasted my money.', 'Great as always!', 'Over sweet, worst ice cream ever had\n\nZero at taste\nU should close', 'add ons not given', 'The taste was not good it was as if stale milk was used to make the shake']",https://www.zomato.com/ncr/keventers-milkshakes-desserts-janakpuri-new-delhi,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 2, 'negative_reviews_count': 1, 'neutral_reviews_count': 0}",Positive,"{'delivery_rating': 4.199999809265137, 'dine_in_rating': 3.7, 'preference': 'Delivery'}",3.9499999046325684
2712,Kerala Cafe,4.0,3.9,"Palam, New Delhi",500,"Clean and Hygienic Place, Delicious, Food Packaging, Low Price, Best Quality, Fast Delivery",12midnight,10am,10.0,7,Mon,Sun,"['worst dosa and idli eaten ever', 'Wrong item', 'Wrong option given', 'Nice blend of Kerala spices, fluffy porotas.Thanks for authentic Kerala food in Delhi.Loved it . 😍Special thanks to the chef for not compromising the authentic taste and not making it the way it suits North Indian taste buds instead 🫡(mild, sweeter side with thick Tomato base )At reasonable price.', 'food quality was very poor.']",https://www.zomato.com/ncr/kerala-cafe-palam-new-delhi,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 0, 'negative_reviews_count': 3, 'neutral_reviews_count': 0}",Negative,"{'delivery_rating': 3.9000000953674316, 'dine_in_rating': 4.0, 'preference': 'Dine-in'}",3.950000047683716
2713,Castle 24 Lounge & Bar,4.2,0.0,"City Square Mall, Rajouri Garden, New Delhi",1900,"Dj, Courteous Staff, Ambience, Food, Taste",12noon,1am,13.0,7,Mon,Sun,"['Pathetic place. Useless and unprofessional staff. Would not recommend', Located in City Mall it's good for party and bachelor's group up .it has good dj and other foods options""""""",https://www.zomato.com/ncr/castle-24-lounge-bar-rajouri-garden-new-delhi,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 1, 'negative_reviews_count': 4, 'neutral_reviews_count': 0}",Negative,"{'delivery_rating': 0.0, 'dine_in_rating': 4.2, 'preference': 'Dine-in'}",2.1
2714,Lucknawi Zaika,3.6,3.3,"Uttam Nagar, New Delhi",300,₹300 for two people (approx.),12midnight,11,11.0,7,Mon,Sun,"['shit served', 'The pizza is different from the photo And the base is also very hard', 'bread pakoda was too oily', 'very poor quality']",https://www.zomato.com/ncr/lucknawi-zaika-uttam-nagar-new-delhi,"{'overall_sentiment': 'Neutral', 'positive_reviews_count': 2, 'negative_reviews_count': 2, 'neutral_reviews_count': 0}",Neutral,"{'delivery_rating': 3.299999952316284, 'dine_in_rating': 3.6, 'preference': 'Dine-in'}",3.449999976158142
2715,Gola Sizzlers - Naresh Gola Group,3.7,3.9,"Rajouri Garden, New Delhi",2000,"Biryani Sizzler, Sizzlers, Mocktails, Spring Rolls, Shake, Starters",12noon,11,11.0,7,Mon,Sun,"['I liked the chilli chicken,fish amritsari and butter garlic prawns a lot.In sizzlers we ordered veg combo sizzler.it was my personal favourite dish and also most recommending...food was delicious and service was fast....we will come back for sure....sooner....', 'Pathetic experience. I promise i will never ever visit or order food from gola restaurant again.. Overly priced. Extremely late delivery. Poor food quality.. this is my second bad experience. First one was in restaurant. And everytime same reason. We have high demand. Mangers have no courtesy. No one picks calls. Very very very bad experience. Thoughly disappointed.if u can’t handle don’t commit', 'good food and service was fast....food-10,service-10', 'Gola sizzlers is all about huge and tasty sizzlers...ambience is very eye soothing...decor,service,aura was outstanding....food was fabulous and service was fast too....', 'All good, but little expensive']",https://www.zomato.com/GolaSizzlerWestend,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 4, 'negative_reviews_count': 1, 'neutral_reviews_count': 0}",Positive,"{'delivery_rating': 3.9000000953674316, 'dine_in_rating': 3.7, 'preference': 'Delivery'}",3.800000047683716
2716,ATM- All Time Meal,3.9,4.3,"Rajouri Garden, New Delhi",400,"Wonderful Presentation, Perfect Presentation, Proper Packaging, Great Portions, Worth the Money, Extensive Menu",5pm,4am,11.0,7,Mon,Sun,"['ATM never fails to impress with their prompt delivery service! I ordered my favorite dishes and was delighted to receive them piping hot and right on time. Kudos to the efficient delivery team!', All Time Meal is my go-to restaurant for a special occasion or a casual meal out. The atmosphere is always buzzing with energy""",https://www.zomato.com/ncr/atm-all-time-meal-rajouri-garden-new-delhi,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 4, 'negative_reviews_count': 1, 'neutral_reviews_count': 0}",Positive,"{'delivery_rating': 4.300000190734863, 'dine_in_rating': 3.9, 'preference': 'Delivery'}",4.100000095367432
2717,Recharge De Cafe,4.3,4.1,"Sector 6, Dwarka, New Delhi",550,"Good Music, Customizable Food, Elaborate Menu, Young Crowd, Fresh Food, Nice Place",8am,1am,17.0,7,Mon,Sun,"['This is an amazing lil outdoor sitting outlet, where you can freely sit with ya friends for some good quality tea, maggie and other food/snacks.\nWhat i loved there was super delicious veggie maggie along with tea. Basically they serve good food, like white sauce pasta and coffee are also nice. Staff is pretty friendly and self service is there.', 'The little cafe serving so tasty and hygienic food one could believe only after experiencing own self!Requesting management to make available newly added items like Noodles, Fried rice, Manchurian etc. Online.']",https://www.zomato.com/ncr/recharge-de-cafe-sector-6-dwarka-new-delhi,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 1, 'negative_reviews_count': 3, 'neutral_reviews_count': 0}",Negative,"{'delivery_rating': 4.099999904632568, 'dine_in_rating': 4.3, 'preference': 'Dine-in'}",4.1999999523162845
